2383
3000 3000
1553 2647 329
1554 813 398
1554 1029 228
1554 1148 936
1554 1162 661
1554 1424 440
1554 1542 921
1554 1944 517
1554 2258 358
1554 2310 755
1554 2676 623
1555 1073 387
1555 1426 171
1555 2069 62
1555 2222 346
1556 337 155
1556 391 548
1556 464 293
1556 483 719
1556 623 840
1556 1141 605
1556 1947 597
1556 2405 429
1556 2955 806
1557 252 773
1557 514 411
1557 751 596
1557 797 211
1557 1256 153
1557 1280 198
1557 2002 549
1557 2445 693
1557 2446 236
1558 150 587
1558 212 686
1558 1527 914
1558 2400 322
1558 2900 369
1559 497 715
1559 714 101
1559 819 300
1559 1654 139
1559 2059 570
1559 2524 669
1559 2889 806
1560 22 245
1560 28 73
1560 641 2
1560 802 494
1560 958 907
1560 1110 138
1560 1126 145
1560 1748 724
1560 2318 889
1560 2487 362
1561 668 17
1561 1060 712
1561 1140 105
1561 1141 780
1561 1306 724
1561 1602 229
1561 1915 228
1561 2313 396
1561 2649 32
1561 2689 747
1561 2737 696
1562 255 548
1562 380 649
1562 406 772
1562 407 962
1562 1016 13
1562 1171 160
1562 1591 706
1562 2029 871
1562 2536 515
1562 2593 851
1563 66 648
1563 358 430
1563 722 965
1563 1011 982
1563 1369 832
1563 1396 636
1563 1672 828
1563 1823 548
1564 2266 5
1564 2485 969
1564 2760 301
1565 1687 900
1565 2061 761
1565 2133 884
1565 2333 129
1565 2423 698
1565 2508 365
1566 240 90
1566 537 799
1566 1038 735
1566 1488 539
1566 1606 528
1567 5 199
1567 1181 545
1567 2622 886
1568 534 642
1568 1066 174
1568 1129 752
1568 1206 57
1568 1936 476
1568 2080 167
1568 2566 228
1569 0 916
1569 100 654
1569 551 167
1569 696 132
1569 1360 62
1569 1708 540
1569 1858 529
1569 2372 923
1569 2561 731
1570 3 452
1570 1057 477
1570 1063 252
1571 1970 614
1571 2270 560
1571 2659 520
1571 2699 43
1572 709 910
1572 1885 261
1573 115 639
1573 752 968
1573 834 851
1573 1371 943
1573 1380 794
1573 1390 546
1573 2776 212
1573 2820 640
1574 287 325
1574 300 575
1574 1200 233
1574 1506 431
1574 1792 308
1574 2063 896
1574 2081 220
1574 2208 902
1574 2442 293
1574 2759 544
1575 1611 117
1575 1652 327
1575 1714 639
1575 1981 800
1575 2611 368
1576 61 364
1576 1142 849
1576 1291 938
1576 1384 10
1576 1546 980
1577 277 475
1577 1092 175
1577 1306 141
1577 1749 443
1577 2653 821
1577 2893 89
1578 361 373
1578 600 374
1578 1793 143
1578 2354 314
1578 2448 210
1579 435 507
1579 514 243
1579 871 434
1579 1154 632
1579 1490 622
1579 1821 848
1579 1929 396
1579 1979 824
1579 2195 122
1580 1009 492
1580 1235 804
1580 1691 73
1580 1732 877
1581 675 856
1581 1069 980
1581 1710 600
1581 2259 718
1581 2323 646
1581 2515 678
1581 2537 599
1581 2541 542
1581 2742 109
1581 2982 38
1582 388 67
1582 691 217
1582 1353 833
1582 2313 729
1583 321 479
1583 512 65
1583 1299 283
1583 1333 865
1583 1895 100
1583 1947 129
1583 2255 723
1583 2423 802
1584 45 587
1584 669 369
1584 1758 572
1584 1872 267
1584 2104 689
1584 2622 94
1584 2773 918
1585 459 384
1585 1618 690
1585 1875 518
1586 1143 102
1586 1339 579
1586 1919 477
1586 2378 226
1586 2800 322
1587 394 699
1587 871 49
1587 2114 120
1587 2337 686
1587 2412 762
1587 2705 969
1588 177 237
1588 841 634
1588 1056 969
1588 1462 807
1588 2144 90
1588 2297 803
1588 2354 159
1589 214 922
1589 1740 843
1589 1876 61
1589 1937 948
1589 2447 736
1589 2603 783
1589 2741 933
1590 183 184
1590 282 422
1590 476 746
1590 1267 165
1590 1272 447
1590 2400 493
1590 2437 144
1591 53 954
1591 174 127
1591 1101 904
1591 1530 251
1591 1562 706
1591 2127 171
1592 840 956
1592 1287 822
1592 1330 828
1592 1348 829
1592 1358 499
1592 1505 213
1592 1647 733
1592 1699 949
1592 1716 170
1592 2130 747
1592 2226 30
1592 2896 793
1592 2997 852
1593 587 355
1593 1464 798
1593 1859 319
1593 2222 457
1593 2454 871
1593 2990 788
1594 653 355
1594 1917 7
1594 2086 291
1595 730 881
1595 914 718
1595 1010 246
1595 1119 669
1595 1740 963
1595 1823 348
1596 463 852
1596 1392 470
1596 1463 739
1596 1710 698
1596 1713 120
1596 1735 889
1596 1740 304
1596 2059 774
1597 1097 852
1597 1316 328
1597 1619 286
1597 2237 819
1597 2702 626
1598 224 337
1598 385 368
1598 511 873
1598 724 509
1598 1457 965
1598 1781 780
1598 1802 73
1598 2165 131
1598 2360 357
1598 2876 107
1599 952 215
1599 1090 136
1599 1112 501
1599 1276 370
1599 1472 974
1599 1747 883
1599 2090 498
1599 2542 69
1599 2576 401
1599 2669 78
1600 149 984
1600 190 623
1600 504 888
1600 754 248
1600 820 518
1600 835 502
1600 1078 636
1600 1671 251
1601 253 623
1601 347 217
1601 456 690
1601 639 818
1601 1897 676
1601 2739 21
1602 143 196
1602 352 137
1602 1409 26
1602 1491 472
1602 1561 229
1602 1838 299
1602 1898 712
1602 2628 100
1602 2770 35
1602 2784 837
1602 2895 519
1603 1406 153
1603 2259 883
1604 1720 939
1604 1777 620
1604 2951 25
1605 418 384
1605 739 317
1605 977 343
1605 981 546
1605 1010 669
1605 1260 680
1605 1689 991
1605 2087 533
1605 2416 687
1605 2917 127
1605 2958 622
1606 430 651
1606 914 509
1606 1550 446
1606 1566 528
1606 2300 107
1606 2792 263
1606 2985 548
1607 5 437
1607 381 672
1607 1129 107
1607 2235 11
1607 2709 366
1608 124 871
1608 617 19
1608 1171 637
1608 1874 894
1608 2003 630
1608 2750 883
1608 2895 673
1608 2911 753
1609 970 576
1609 2107 620
1610 751 613
1610 880 599
1610 955 336
1610 1471 320
1610 2813 392
1611 231 757
1611 316 253
1611 1174 939
1611 1175 853
1611 1575 117
1611 2057 571
1611 2158 671
1612 478 294
1612 1996 44
1612 2115 473
1613 120 943
1613 164 684
1613 552 774
1613 726 538
1613 1151 835
1613 1413 806
1613 2058 434
1614 414 59
1614 734 663
1614 762 770
1614 1544 375
1614 1792 706
1614 2262 654
1614 2530 970
1614 2873 991
1615 244 982
1615 956 555
1615 1264 465
1615 2045 316
1615 2195 943
1615 2558 527
1616 162 97
1616 754 938
1616 878 332
1616 912 293
1616 1047 677
1616 1089 367
1616 1906 756
1616 2304 878
1616 2815 102
1617 377 137
1617 1849 9
1617 1978 120
1617 2302 877
1617 2336 350
1618 809 701
1618 848 235
1618 1585 690
1619 1244 708
1619 1299 873
1619 1453 338
1619 1597 286
1619 2361 62
1619 2364 561
1619 2871 443
1620 237 47
1620 539 804
1620 655 390
1620 835 168
1620 1427 178
1620 1433 838
1620 2142 423
1621 122 847
1621 2346 79
1621 2950 564
1622 490 247
1622 1006 662
1622 1543 810
1622 1915 449
1622 2175 404
1623 2059 115
1623 2358 975
1623 2396 433
1623 2510 876
1624 10 581
1624 184 219
1624 1431 470
1624 1698 814
1624 1836 846
1625 712 375
1625 1243 873
1625 1434 937
1625 2918 664
1625 2982 921
1626 327 334
1626 1117 758
1626 1829 542
1626 2175 536
1626 2731 307
1626 2832 973
1626 2974 890
1627 201 866
1627 519 175
1627 1294 785
1627 1299 926
1627 1693 956
1627 2861 852
1628 675 941
1628 697 723
1628 961 900
1628 2657 218
1628 2681 433
1629 424 812
1629 563 749
1629 931 102
1629 1369 98
1629 2207 255
1629 2573 410
1629 2798 162
1630 177 773
1630 881 286
1630 1717 580
1630 2125 9
1630 2787 325
1631 125 624
1631 880 63
1631 912 583
1631 1295 261
1631 2117 666
1631 2205 849
1631 2281 477
1631 2629 779
1632 500 477
1632 1410 614
1632 1791 520
1632 1855 130
1632 1901 865
1632 1961 918
1632 2214 308
1633 50 998
1633 95 383
1633 436 577
1633 846 930
1633 852 741
1633 1065 700
1633 2035 718
1633 2404 354
1633 2706 837
1633 2823 948
1634 1091 974
1634 1288 941
1634 1535 658
1634 2025 518
1635 199 241
1635 320 726
1635 633 329
1635 1897 904
1635 1994 351
1635 2166 993
1635 2248 706
1635 2603 832
1636 310 376
1636 1194 225
1636 1196 233
1636 1523 615
1636 1787 616
1636 2143 631
1637 613 394
1637 1493 742
1637 1518 195
1637 1551 602
1637 1638 567
1637 1972 482
1637 2213 731
1638 419 268
1638 479 642
1638 612 352
1638 1343 159
1638 1637 567
1638 2095 794
1638 2154 253
1638 2999 30
1639 449 721
1639 840 316
1639 1193 712
1639 1238 559
1639 1722 918
1639 1757 950
1639 2118 181
1639 2896 328
1639 2919 138
1639 2975 674
1640 10 817
1640 151 119
1640 1239 886
1640 2163 152
1640 2421 642
1641 21 536
1641 878 11
1641 1055 368
1641 1316 904
1641 1646 657
1641 1699 963
1641 2252 25
1642 1530 475
1642 1545 573
1642 1864 481
1642 2101 497
1643 41 935
1643 281 80
1643 387 943
1643 846 667
1643 1383 431
1643 2129 105
1643 2521 890
1644 169 918
1644 351 176
1644 798 665
1644 910 637
1644 1298 920
1644 2458 492
1644 2619 321
1645 321 135
1645 618 667
1645 986 959
1645 998 608
1645 1024 521
1645 1795 430
1646 357 437
1646 902 944
1646 1336 651
1646 1641 657
1646 2056 964
1647 1058 618
1647 1337 225
1647 1592 733
1647 1656 795
1647 1875 746
1647 2140 512
1648 463 377
1648 1798 852
1649 261 141
1649 621 543
1649 926 41
1649 1837 221
1649 2257 847
1649 2464 267
1649 2469 505
1650 306 938
1650 1225 625
1650 1257 25
1650 1949 897
1650 2022 942
1650 2029 384
1651 503 450
1651 745 910
1651 1657 907
1651 1759 412
1651 1810 318
1651 2034 717
1651 2930 67
1652 1165 785
1652 1179 813
1652 1241 362
1652 1504 114
1652 1550 910
1652 1575 327
1653 117 541
1653 705 217
1653 1851 181
1654 241 550
1654 656 250
1654 902 559
1654 1193 841
1654 1345 655
1654 1559 139
1654 1724 990
1654 2199 980
1655 1059 158
1655 1992 496
1655 2342 692
1655 2422 765
1655 2630 939
1655 2861 704
1656 589 739
1656 614 66
1656 783 558
1656 993 540
1656 1413 147
1656 1647 795
1657 542 785
1657 920 576
1657 1651 907
1657 2256 204
1657 2296 931
1658 397 405
1658 921 351
1658 1238 947
1658 1670 64
1658 2464 880
1658 2690 215
1658 2997 823
1659 115 495
1659 320 498
1659 2035 588
1659 2177 239
1659 2369 529
1660 28 213
1660 88 564
1660 708 724
1660 882 291
1660 1948 315
1660 2270 695
1660 2312 878
1660 2406 376
1660 2509 49
1660 2968 227
1661 490 282
1661 2034 790
1661 2128 935
1661 2173 598
1661 2456 854
1661 2591 864
1661 2937 905
1661 2983 441
1662 847 425
1662 954 621
1662 1021 379
1662 1826 386
1662 2727 724
1663 882 951
1663 1040 788
1663 1703 43
1663 1884 904
1663 1900 578
1663 1999 819
1664 143 275
1664 779 324
1664 1115 542
1664 1239 891
1664 1398 233
1664 1420 370
1664 1865 906
1664 2533 490
1665 1329 827
1665 1338 506
1665 1974 309
1665 2678 85
1666 1072 641
1666 1857 891
1666 2020 718
1666 2490 585
1666 2647 757
1666 2699 697
1666 2797 231
1667 714 574
1667 1041 680
1667 2678 299
1667 2776 863
1667 2840 178
1668 1709 913
1668 1771 794
1668 1777 829
1668 2878 1
1668 2986 198
1669 167 539
1669 467 699
1669 548 32
1669 617 582
1669 767 342
1669 2014 292
1669 2069 850
1669 2602 494
1669 2945 23
1670 319 903
1670 1312 382
1670 1658 64
1670 2275 56
1670 2727 537
1671 41 97
1671 370 58
1671 878 463
1671 1512 164
1671 1600 251
1671 2113 593
1671 2304 706
1672 905 252
1672 1145 781
1672 1349 164
1672 1563 828
1672 1724 430
1672 2581 541
1672 2708 722
1672 2770 85
1673 156 37
1673 704 492
1673 775 440
1673 1886 249
1673 1985 852
1673 2439 73
1674 718 674
1674 873 178
1674 2013 472
1674 2161 459
1674 2578 94
1674 2652 606
1674 2902 549
1675 390 26
1675 1322 475
1675 1947 956
1675 2291 189
1675 2449 678
1675 2512 488
1675 2600 869
1676 483 40
1676 1717 777
1676 1816 648
1677 56 448
1677 437 213
1677 1136 519
1677 1272 66
1677 2334 88
1677 2766 441
1678 539 169
1678 593 652
1678 1241 920
1678 2314 693
1679 347 897
1679 522 843
1679 1008 803
1679 1547 695
1679 2732 32
1680 889 245
1680 1002 153
1680 1227 991
1680 1941 448
1681 728 965
1681 1464 510
1681 1686 145
1681 1786 707
1681 2782 35
1682 820 529
1682 2872 794
1683 108 314
1683 514 225
1683 694 914
1683 1309 972
1683 1336 461
1684 717 502
1684 778 406
1684 1096 201
1684 1510 953
1684 1550 312
1684 2332 395
1684 2634 6
1685 303 103
1685 1103 734
1685 1270 961
1685 1391 903
1685 1707 907
1685 1833 537
1685 2039 119
1685 2431 801
1685 2930 643
1686 1079 91
1686 1177 732
1686 1681 145
1686 2221 357
1686 2265 236
1686 2331 990
1687 844 831
1687 964 985
1687 1257 774
1687 1565 900
1687 2010 872
1687 2576 727
1688 169 641
1688 177 866
1688 268 817
1688 305 923
1688 627 288
1688 1334 538
1688 2353 900
1688 2613 542
1689 416 367
1689 451 213
1689 1605 991
1689 1894 639
1689 1956 343
1689 2002 391
1689 2414 812
1690 179 266
1690 286 370
1690 365 734
1690 477 183
1690 772 891
1690 1081 545
1690 1788 81
1690 2286 30
1690 2865 265
1691 13 952
1691 105 355
1691 425 250
1691 1008 695
1691 1580 73
1691 1770 106
1692 829 769
1692 859 211
1692 914 943
1692 1240 267
1692 1374 344
1692 1493 959
1692 1693 597
1692 2355 937
1693 481 846
1693 607 342
1693 617 153
1693 1383 322
1693 1627 956
1693 1692 597
1693 1941 298
1693 1960 713
1693 2210 730
1693 2424 943
1693 2988 366
1694 785 513
1694 1456 986
1694 1886 625
1694 2450 645
1695 291 333
1695 1996 602
1695 2421 527
1696 415 710
1696 495 741
1696 545 3
1696 933 725
1696 1173 456
1696 1375 374
1696 1430 669
1696 1750 768
1696 1782 373
1696 1784 368
1696 1877 562
1696 2354 713
1696 2460 668
1696 2484 478
1697 517 87
1697 688 537
1697 847 722
1697 1413 748
1697 1988 238
1697 2769 852
1697 2869 900
1698 158 937
1698 231 528
1698 750 510
1698 1016 815
1698 1061 102
1698 1147 524
1698 1624 814
1698 1969 960
1699 80 59
1699 358 143
1699 1256 806
1699 1592 949
1699 1641 963
1699 2604 570
1700 612 811
1700 1207 598
1700 1858 167
1700 2032 683
1700 2039 178
1700 2166 203
1701 16 674
1701 333 299
1701 903 990
1701 1037 37
1701 1116 383
1701 1128 522
1701 1509 173
1701 1919 563
1702 790 208
1702 1067 100
1702 1080 384
1702 2500 632
1702 2530 251
1702 2893 376
1703 26 161
1703 367 595
1703 1136 908
1703 1348 886
1703 1381 499
1703 1535 687
1703 1663 43
1703 1728 282
1703 1875 887
1703 2225 847
1703 2451 941
1703 2994 684
1704 37 454
1704 415 266
1704 1157 964
1704 1883 569
1704 1989 476
1705 265 999
1705 1949 366
1706 38 147
1706 429 342
1706 1794 579
1706 2452 117
1706 2677 780
1706 2793 776
1706 2930 570
1707 1305 947
1707 1685 907
1708 152 802
1708 538 706
1708 1569 540
1708 1997 685
1709 18 261
1709 138 262
1709 144 930
1709 579 290
1709 1330 75
1709 1668 913
1709 2533 84
1709 2716 322
1710 339 519
1710 789 435
1710 898 819
1710 1126 106
1710 1181 36
1710 1433 646
1710 1581 600
1710 1596 698
1710 2233 226
1710 2579 6
1710 2706 107
1711 31 318
1711 480 348
1711 1073 253
1711 1132 158
1711 2348 126
1712 52 453
1712 139 451
1712 931 60
1712 1502 637
1712 1783 778
1712 2244 115
1712 2641 354
1713 23 975
1713 43 340
1713 818 656
1713 1046 716
1713 1596 120
1713 1963 492
1713 2113 399
1713 2495 817
1714 1575 639
1714 1936 873
1714 2249 708
1714 2271 545
1715 453 428
1715 1164 594
1715 1478 738
1715 1833 562
1715 1988 108
1715 2996 784
1716 14 423
1716 264 751
1716 1225 385
1716 1456 552
1716 1592 170
1716 1764 156
1716 1959 769
1716 2779 532
1717 456 921
1717 1025 724
1717 1544 33
1717 1630 580
1717 1676 777
1717 2085 249
1717 2296 623
1718 550 301
1718 1786 885
1718 1813 113
1718 2020 342
1718 2650 863
1719 460 294
1719 1503 814
1719 2245 151
1719 2660 394
1719 2988 779
1720 335 142
1720 1441 718
1720 1604 939
1720 2480 846
1720 2529 611
1720 2541 302
1720 2952 167
1721 111 704
1721 148 879
1721 831 316
1721 1255 801
1721 2025 458
1721 2280 329
1721 2620 143
1722 495 795
1722 948 326
1722 1639 918
1722 1918 24
1722 2662 288
1722 2735 176
1723 727 9
1723 1761 759
1723 1834 876
1723 2020 903
1724 274 919
1724 875 865
1724 961 558
1724 1047 399
1724 1077 601
1724 1361 871
1724 1398 935
1724 1491 343
1724 1654 990
1724 1672 430
1724 1736 837
1724 1815 947
1724 2329 229
1725 136 768
1725 743 404
1725 1154 676
1725 1426 435
1725 2474 905
1725 2941 477
1726 357 799
1726 710 255
1726 1034 871
1726 1352 666
1726 1456 703
1726 1514 209
1726 1538 617
1726 1972 711
1726 2726 45
1727 1326 150
1727 1460 730
1728 129 860
1728 705 115
1728 911 198
1728 916 436
1728 1703 282
1728 1792 23
1728 2578 902
1728 2706 309
1728 2913 880
1729 201 255
1729 1417 545
1729 1486 697
1729 1852 898
1730 126 212
1730 140 466
1730 754 631
1730 992 896
1730 993 796
1730 1757 249
1730 1784 240
1730 2770 390
1731 2099 994
1731 2361 136
1731 2980 172
1731 2986 932
1732 150 805
1732 233 485
1732 296 685
1732 961 292
1732 1013 162
1732 1519 822
1732 1580 877
1732 1857 999
1732 2241 809
1732 2845 848
1733 1265 564
1733 1322 223
1733 1846 937
1733 1981 53
1733 2514 273
1733 2978 809
1734 729 797
1734 898 820
1734 1080 604
1734 1452 404
1734 2994 832
1735 668 664
1735 697 512
1735 1069 460
1735 1596 889
1735 1904 934
1735 2537 542
1736 436 321
1736 1724 837
1736 1829 928
1736 2311 747
1736 2367 716
1736 2530 814
1736 2697 855
1736 2885 397
1737 395 269
1737 856 177
1737 1091 511
1737 1491 534
1737 2233 777
1738 402 961
1738 459 193
1738 955 809
1738 977 464
1738 2643 843
1738 2870 217
1739 157 226
1739 185 428
1739 525 360
1739 620 581
1739 778 906
1739 848 946
1739 1809 377
1739 1880 746
1739 2238 445
1739 2328 908
1739 2386 222
1739 2778 59
1740 6 843
1740 219 414
1740 1019 796
1740 1490 997
1740 1589 843
1740 1595 963
1740 1596 304
1740 2384 307
1741 466 320
1741 1983 484
1741 2198 557
1741 2227 628
1741 2369 360
1741 2557 326
1741 2636 483
1742 15 246
1742 29 416
1742 75 635
1742 560 544
1742 903 400
1742 1390 945
1742 1819 475
1742 2280 658
1742 2405 446
1743 890 541
1743 1281 303
1743 1370 154
1743 2207 313
1743 2795 880
1743 2836 13
1743 2937 185
1744 554 810
1744 1263 13
1744 1925 939
1744 1943 724
1744 2052 331
1744 2396 202
1745 551 447
1745 772 965
1745 791 328
1745 1039 726
1746 180 839
1746 953 81
1746 1000 163
1746 1050 481
1746 1052 381
1746 1421 714
1746 2940 636
1747 202 556
1747 431 885
1747 557 911
1747 882 222
1747 962 376
1747 1599 883
1747 2233 508
1747 2348 111
1748 905 863
1748 1069 441
1748 1560 724
1748 2716 747
1748 2799 271
1748 2954 163
1748 2995 613
1749 1458 548
1749 1504 603
1749 1577 443
1749 2207 403
1750 211 134
1750 255 847
1750 260 552
1750 621 836
1750 738 615
1750 1400 805
1750 1696 768
1750 1850 473
1750 1908 938
1750 2544 770
1750 2607 266
1750 2852 318
1750 2859 583
1751 1212 499
1751 2137 465
1751 2905 474
1752 32 49
1752 484 911
1752 1811 867
1752 2412 118
1752 2686 676
1753 572 256
1753 1535 584
1753 2564 387
1753 2640 16
1753 2725 713
1754 222 800
1754 1776 340
1754 2846 375
1755 1484 953
1755 2592 300
1756 1125 589
1756 2393 995
1757 48 88
1757 313 434
1757 1639 950
1757 1730 249
1757 2231 35
1758 492 753
1758 591 811
1758 803 855
1758 1231 711
1758 1493 144
1758 1584 572
1758 2092 433
1758 2827 624
1759 411 67
1759 1651 412
1759 1879 196
1759 2188 232
1759 2340 685
1760 55 553
1760 1100 589
1760 1379 640
1760 2768 604
1761 274 250
1761 691 713
1761 1723 759
1761 1942 920
1761 2469 88
1762 114 520
1762 384 363
1762 1193 299
1762 2225 418
1763 501 499
1763 634 578
1763 1035 834
1763 1450 549
1763 2098 511
1763 2143 225
1763 2294 705
1763 2528 24
1763 2562 607
1764 763 885
1764 956 22
1764 1716 156
1764 1790 904
1764 2184 959
1764 2477 312
1765 501 13
1765 601 519
1765 1158 412
1765 1811 138
1765 2008 632
1765 2154 204
1765 2180 780
1766 8 960
1766 431 485
1766 438 513
1766 1411 326
1766 1831 822
1766 2051 588
1766 2079 542
1767 587 834
1767 1956 547
1767 2136 242
1767 2924 153
1768 1201 213
1768 1459 883
1768 2929 318
1769 62 774
1769 1533 789
1769 1779 962
1769 2905 951
1770 1023 966
1770 1691 106
1770 2485 494
1770 2718 803
1771 1668 794
1771 1797 150
1771 1807 367
1771 1918 115
1772 299 995
1772 764 237
1772 2017 93
1772 2616 77
1773 3 505
1773 821 355
1773 1094 982
1773 2096 295
1774 97 354
1774 202 882
1774 414 464
1774 621 97
1774 1098 220
1774 1413 556
1774 2091 192
1774 2896 963
1775 8 181
1775 796 85
1775 852 854
1775 2056 993
1775 2682 227
1775 2708 523
1775 2781 911
1775 2918 670
1775 2947 651
1776 879 866
1776 1090 561
1776 1123 245
1776 1270 868
1776 1399 944
1776 1754 340
1776 2787 259
1777 329 856
1777 548 756
1777 589 360
1777 927 453
1777 1604 620
1777 1668 829
1777 2181 358
1778 710 832
1778 2032 670
1778 2226 72
1779 177 154
1779 292 636
1779 474 501
1779 876 576
1779 1769 962
1779 1847 559
1779 2547 166
1780 269 367
1780 909 226
1780 1053 736
1780 1465 422
1780 2683 487
1781 743 976
1781 745 273
1781 1183 809
1781 1331 576
1781 1452 834
1781 1598 780
1781 2056 506
1781 2103 334
1781 2314 709
1782 356 159
1782 525 664
1782 619 125
1782 1221 288
1782 1696 373
1783 115 452
1783 559 434
1783 1400 89
1783 1410 618
1783 1712 778
1783 2184 171
1783 2348 925
1783 2861 186
1783 2991 23
1784 1536 665
1784 1696 368
1784 1730 240
1784 2012 905
1784 2019 663
1784 2437 494
1784 2629 185
1784 2686 216
1784 2707 423
1784 2776 564
1785 330 600
1785 1107 441
1785 1123 142
1785 1313 323
1785 1389 71
1785 1885 154
1785 2009 689
1785 2286 334
1786 120 950
1786 381 683
1786 577 148
1786 1092 271
1786 1329 682
1786 1681 707
1786 1718 885
1786 2193 285
1786 2289 818
1786 2556 159
1787 155 237
1787 421 483
1787 648 913
1787 690 78
1787 756 804
1787 1636 616
1787 2092 591
1787 2697 744
1788 186 827
1788 360 1000
1788 726 306
1788 881 275
1788 883 757
1788 990 407
1788 1690 81
1788 2142 361
1789 87 844
1789 227 206
1789 936 68
1789 1015 30
1789 2335 415
1789 2912 131
1790 502 709
1790 570 864
1790 831 361
1790 979 491
1790 1157 474
1790 1369 987
1790 1764 904
1790 2921 289
1791 349 878
1791 1405 370
1791 1541 858
1791 1632 520
1792 371 201
1792 1574 308
1792 1614 706
1792 1728 23
1792 2150 624
1792 2771 325
1793 425 995
1793 779 971
1793 1578 143
1793 2236 896
1793 2353 177
1793 2536 877
1793 2759 306
1794 361 951
1794 855 244
1794 1706 579
1794 1904 268
1794 1984 41
1795 321 251
1795 364 593
1795 1102 330
1795 1645 430
1795 2071 790
1795 2301 603
1796 641 206
1796 1261 399
1796 1313 501
1796 1917 852
1797 125 682
1797 370 381
1797 719 654
1797 1771 150
1797 1981 223
1797 2093 44
1797 2305 368
1798 572 573
1798 1057 342
1798 1648 852
1798 2328 860
1798 2530 529
1799 983 544
1799 1810 480
1799 2572 282
1799 2729 582
1800 230 775
1800 407 3
1800 828 889
1800 945 707
1800 1161 831
1800 1840 283
1800 2236 649
1800 2361 727
1800 2689 864
1800 2772 86
1800 2809 188
1801 41 54
1801 1291 760
1801 2151 232
1801 2594 861
1802 996 749
1802 1598 73
1802 2049 224
1802 2636 751
1803 794 769
1803 813 615
1803 1207 421
1803 1474 347
1803 2527 764
1803 2823 816
1803 2880 596
1804 443 429
1804 855 849
1804 1294 540
1804 1521 168
1805 327 64
1805 381 331
1805 384 908
1805 428 637
1805 2589 964
1806 812 138
1806 1000 585
1806 1095 502
1806 2001 917
1806 2124 475
1806 2162 751
1806 2210 912
1806 2403 120
1806 2497 182
1807 508 829
1807 1771 367
1807 1934 86
1807 2664 355
1808 1280 697
1809 631 560
1809 734 265
1809 952 612
1809 1739 377
1809 2397 353
1809 2541 724
1809 2636 576
1810 491 405
1810 850 603
1810 1278 460
1810 1651 318
1810 1799 480
1810 1952 128
1810 1999 377
1810 2030 256
1810 2632 314
1810 2802 471
1811 972 852
1811 1752 867
1811 1765 138
1811 2300 344
1811 2869 173
1812 351 836
1812 547 745
1812 654 180
1812 1053 138
1812 1340 59
1812 1991 507
1812 2607 416
1812 2637 810
1813 1054 395
1813 1718 113
1814 853 692
1814 1002 739
1814 1547 914
1814 2360 874
1815 88 736
1815 713 823
1815 1047 101
1815 1724 947
1815 2903 390
1816 892 240
1816 917 959
1816 1676 648
1816 2215 201
1816 2511 69
1817 210 133
1817 588 181
1817 973 96
1818 741 894
1818 2210 456
1818 2293 605
1818 2917 785
1818 2956 2
1819 1073 639
1819 1232 557
1819 1742 475
1819 2072 196
1819 2559 374
1819 2927 663
1820 843 130
1820 1855 553
1820 2511 707
1820 2535 948
1820 2593 637
1820 2688 74
1821 618 926
1821 1225 917
1821 1373 808
1821 1579 848
1821 2392 262
1821 2702 477
1822 720 493
1822 2522 631
1822 2746 216
1823 89 335
1823 1563 548
1823 1595 348
1823 2085 892
1823 2237 88
1824 452 424
1824 468 831
1824 516 4
1824 1307 127
1824 1402 813
1824 2470 274
1824 2691 422
1825 302 781
1825 350 681
1825 2727 911
1826 407 582
1826 932 649
1826 1047 288
1826 1068 65
1826 1662 386
1826 1885 117
1826 1906 437
1826 2571 195
1827 1153 3
1827 1419 131
1828 103 263
1828 418 273
1828 444 577
1828 482 784
1828 567 474
1828 1115 648
1828 1949 578
1828 2751 851
1828 2844 829
1829 572 923
1829 725 214
1829 1415 313
1829 1626 542
1829 1736 928
1830 1204 95
1830 1535 104
1830 2083 436
1830 2268 357
1830 2293 34
1831 140 547
1831 425 470
1831 984 783
1831 1766 822
1831 2460 550
1831 2596 541
1832 963 546
1832 1040 725
1832 1396 30
1832 1453 501
1832 2163 180
1832 2708 904
1832 2839 791
1833 225 922
1833 1161 947
1833 1198 418
1833 1423 850
1833 1685 537
1833 1715 562
1834 475 829
1834 560 480
1834 939 328
1834 1051 56
1834 1513 411
1834 1723 876
1834 2125 58
1835 796 256
1835 1487 956
1835 1499 209
1835 2175 648
1835 2956 843
1836 323 649
1836 725 36
1836 828 919
1836 985 112
1836 1064 576
1836 1168 962
1836 1624 846
1837 920 550
1837 1018 581
1837 1073 396
1837 1649 221
1837 1881 101
1837 2106 774
1837 2282 441
1837 2622 209
1838 262 20
1838 518 949
1838 838 480
1838 1539 26
1838 1602 299
1838 2857 259
1838 2876 175
1838 2911 587
1839 1255 793
1839 2781 176
1840 487 486
1840 1800 283
1840 2769 361
1841 631 758
1841 1328 78
1841 1395 101
1841 1536 920
1841 1917 345
1841 1989 425
1841 2805 560
1842 446 518
1842 972 16
1842 1436 149
1842 2358 327
1842 2962 465
1843 530 811
1843 877 78
1843 2676 312
1844 112 546
1844 2123 430
1844 2250 971
1844 2900 840
1845 524 627
1845 1358 183
1845 2581 511
1846 54 381
1846 147 791
1846 1004 637
1846 1027 58
1846 1215 191
1846 1733 937
1846 1886 664
1846 2688 929
1847 1779 559
1847 2306 776
